,Team,Sport,Event,Medal,Age,Height,Weight
29330,China,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,15.0,150.0,35.0
29331,China-2,Table Tennis,Table Tennis Women's Doubles,Silver,23.0,165.0,55.0
29332,China,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,19.0,175.0,68.0
29333,China,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,23.0,175.0,68.0
29334,China,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,15.0,158.0,40.0
29335,Bulgaria,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver,29.0,166.0,62.0
29336,Bulgaria,Wrestling,"Wrestling Women's Flyweight, Freestyle",Bronze,21.0,151.0,48.0
29337,Japan,Volleyball,Volleyball Women's Volleyball,Gold,21.0,174.0,70.0
29338,Japan,Football,Football Women's Football,Silver,28.0,165.0,60.0
29339,Soviet Union,Boxing,Boxing Men's Light-Welterweight,Gold,31.0,172.0,63.0
29340,Ukraine,Cycling,Cycling Women's Sprint,Bronze,24.0,173.0,78.0
29341,China-2,Badminton,Badminton Women's Doubles,Bronze,25.0,166.0,55.0
29342,China,Weightlifting,Weightlifting Men's Lightweight,Gold,26.0,164.0,68.0
29343,Malaysia-1,Badminton,Badminton Men's Doubles,Silver,26.0,160.0,60.0
29344,Russia,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,28.0,186.0,86.0
29345,Soviet Union,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold,24.0,178.0,69.0
29346,Soviet Union,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold,21.0,186.0,77.0
29347,Great Britain,Skeleton,Skeleton Women's Skeleton,Gold,25.0,172.0,78.0
29348,Soviet Union,Swimming,Swimming Men's 200 metres Individual Medley,Bronze,22.0,181.0,80.0
29349,Soviet Union,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,22.0,181.0,80.0
29350,Soviet Union,Football,Football Men's Football,Gold,26.0,184.0,78.0
29351,Soviet Union,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,23.0,190.0,100.0
29352,Soviet Union,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,27.0,190.0,100.0
29353,Turkey,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver,26.0,179.0,86.0
29354,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,24.0,191.0,100.0
29355,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,28.0,191.0,100.0
29356,Soviet Union,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,25.0,181.0,93.0
29357,Belarus,Athletics,Athletics Women's Discus Throw,Bronze,34.0,186.0,105.0
29358,Ukraine,Handball,Handball Women's Handball,Bronze,26.0,168.0,65.0
29359,Russia,Water Polo,Water Polo Men's Water Polo,Silver,21.0,193.0,90.0
29360,Iran,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,21.0,181.0,74.0
29361,China,Fencing,"Fencing Men's Foil, Team",Silver,30.0,178.0,74.0
29362,China,Fencing,"Fencing Men's Foil, Team",Silver,34.0,178.0,74.0
29363,China,Weightlifting,Weightlifting Men's Featherweight,Bronze,23.0,163.0,64.0
29364,China,Speed Skating,Speed Skating Women's 500 metres,Silver,27.0,168.0,70.0
29365,China,Speed Skating,"Speed Skating Women's 1,000 metres",Silver,27.0,168.0,70.0
29366,China,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze,29.0,168.0,70.0
29367,China,Swimming,Swimming Women's 200 metres Individual Medley,Gold,16.0,173.0,64.0
29368,China,Swimming,Swimming Women's 400 metres Individual Medley,Gold,16.0,173.0,64.0
29369,China,Badminton,Badminton Women's Singles,Bronze,26.0,175.0,65.0
29370,Soviet Union,Basketball,Basketball Men's Basketball,Gold,27.0,196.0,90.0
29371,Soviet Union,Basketball,Basketball Men's Basketball,Bronze,31.0,196.0,90.0
29372,Russia,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,20.0,178.0,64.0
29373,Russia,Swimming,Swimming Women's 100 metres Breaststroke,Silver,24.0,178.0,64.0
29374,Russia,Swimming,Swimming Women's 200 metres Breaststroke,Silver,24.0,178.0,64.0
29375,Ukraine,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze,28.0,151.0,49.0
29376,Kenya,Athletics,Athletics Men's 800 metres,Bronze,21.0,175.0,56.0
29377,Kenya,Athletics,Athletics Men's Javelin Throw,Silver,27.0,175.0,94.0
29378,Russia,Volleyball,Volleyball Men's Volleyball,Bronze,26.0,205.0,103.0
29379,Soviet Union,Water Polo,Water Polo Men's Water Polo,Bronze,24.0,187.0,81.0
29380,Russia-1,Bobsleigh,Bobsleigh Men's Four,Silver,27.0,182.0,90.0
29381,Soviet Union,Athletics,Athletics Men's Pole Vault,Bronze,21.0,185.0,75.0
29382,Russia,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,22.0,184.0,80.0
29383,Russia,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,22.0,184.0,80.0
29384,Soviet Union,Speed Skating,Speed Skating Women's 500 metres,Silver,23.0,167.0,65.0
29385,Soviet Union,Speed Skating,"Speed Skating Women's 1,000 metres",Silver,23.0,167.0,65.0
29386,Unified Team,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Silver,25.0,167.0,58.0
29387,Unified Team,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,Gold,25.0,167.0,58.0
29388,Unified Team,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Silver,25.0,167.0,58.0
29389,Unified Team,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,Gold,25.0,167.0,58.0
29390,Unified Team,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,25.0,167.0,58.0
29391,Russia,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Gold,27.0,167.0,58.0
29392,Russia,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,Silver,27.0,167.0,58.0
29393,Russia,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,Gold,27.0,167.0,58.0
29394,Russia,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,27.0,167.0,58.0
29395,Unified Team,Athletics,Athletics Women's Marathon,Gold,28.0,155.0,50.0
29396,Russia,Athletics,Athletics Women's Marathon,Silver,32.0,155.0,50.0
29397,Russia,Fencing,"Fencing Women's Sabre, Individual",Gold,22.0,175.0,64.0
29398,Russia,Fencing,"Fencing Women's Sabre, Team",Gold,22.0,175.0,64.0
29399,Soviet Union,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,22.0,175.0,67.0
29400,Russia,Cycling,Cycling Men's Individual Time Trial,Gold,34.0,175.0,67.0
29401,Russia,Cycling,Cycling Men's Individual Time Trial,Gold,38.0,175.0,67.0
29402,Russia,Athletics,Athletics Women's High Jump,Gold,30.0,183.0,64.0
29403,Kazakhstan,Boxing,Boxing Men's Lightweight,Bronze,23.0,169.0,60.0
29404,Kazakhstan,Boxing,Boxing Men's Welterweight,Gold,25.0,178.0,64.0
29405,Soviet Union,Rowing,Rowing Men's Coxless Fours,Silver,30.0,190.0,85.0
29406,Russia,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,23.0,175.0,70.0
29407,Soviet Union,Hockey,Hockey Women's Hockey,Bronze,24.0,155.0,58.0
29408,Soviet Union,Boxing,Boxing Men's Heavyweight,Bronze,22.0,188.0,97.0
29409,Soviet Union,Judo,Judo Men's Extra-Lightweight,Bronze,27.0,165.0,60.0
29410,South Korea,Gymnastics,Gymnastics Men's Horse Vault,Silver,25.0,165.0,64.0
29411,South Korea,Hockey,Hockey Men's Hockey,Silver,26.0,173.0,69.0
29412,Turkey,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,20.0,176.0,84.0
29413,Turkey,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,24.0,176.0,84.0
29414,Russia,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,21.0,169.0,55.0
29415,Russia,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,21.0,169.0,55.0
29416,Russia,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,25.0,169.0,55.0
29417,Russia,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,25.0,169.0,55.0
29418,Russia,Fencing,"Fencing Women's epee, Team",Gold,27.0,170.0,58.0
29419,Russia,Fencing,"Fencing Women's epee, Team",Gold,31.0,170.0,58.0
29420,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,21.0,183.0,81.0
29421,Soviet Union,Volleyball,Volleyball Men's Volleyball,Silver,21.0,200.0,90.0
29422,Soviet Union,Volleyball,Volleyball Men's Volleyball,Gold,25.0,200.0,90.0
29423,Soviet Union,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver,27.0,184.0,81.0
29424,Russia,Handball,Handball Women's Handball,Gold,31.0,185.0,73.0
29425,Russia,Water Polo,Water Polo Men's Water Polo,Silver,27.0,180.0,82.0
29426,Russia,Water Polo,Water Polo Men's Water Polo,Bronze,31.0,180.0,82.0
29427,Soviet Union,Archery,Archery Men's Individual,Bronze,30.0,185.0,78.0
29428,Soviet Union,Rowing,Rowing Men's Coxed Fours,Gold,27.0,194.0,109.0
29429,Soviet Union,Basketball,Basketball Women's Basketball,Bronze,23.0,182.0,75.0
29430,Soviet Union,Football,Football Men's Football,Bronze,28.0,172.0,68.0
29431,Soviet Union,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,22.0,190.0,81.0
29432,Soviet Union,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,22.0,190.0,81.0
29433,Russia,Weightlifting,Weightlifting Women's Heavyweight,Bronze,20.0,167.0,74.0
29434,Russia,Gymnastics,Gymnastics Women's Team All-Around,Bronze,22.0,140.0,39.0
29435,China,Shooting,"Shooting Women's Air Rifle, 10 metres",Gold,23.0,165.0,51.0
29436,China,Shooting,"Shooting Women's Air Rifle, 10 metres",Bronze,27.0,165.0,51.0
29437,Ethiopia,Athletics,"Athletics Men's 10,000 metres",Bronze,28.0,162.0,53.0
29438,Ethiopia,Athletics,"Athletics Men's 5,000 metres",Gold,36.0,162.0,53.0
29439,Ethiopia,Athletics,"Athletics Men's 10,000 metres",Gold,36.0,162.0,53.0
29440,Germany,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver,27.0,165.0,58.0
29441,China,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,21.0,170.0,58.0
29442,China,Sailing,Sailing Women's Windsurfer,Silver,25.0,170.0,59.0
29443,China,Sailing,Sailing Women's Windsurfer,Gold,29.0,170.0,59.0
29444,China,Boxing,Boxing Women's Lightweight,Silver,25.0,167.0,60.0
29445,Netherlands,Speed Skating,Speed Skating Men's 500 metres,Silver,24.0,181.0,79.0
29446,Philippines,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,25.0,170.0,73.0
29447,Philippines,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,29.0,170.0,73.0
29448,Finland,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,26.0,170.0,80.0
29449,Finland,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver,30.0,170.0,80.0
29450,Finland,Nordic Combined,Nordic Combined Men's Individual,Bronze,21.0,176.0,67.0
29451,Finland,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,22.0,179.0,65.5
29452,Finland,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,25.0,185.0,84.0
29453,Finland,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver,34.0,169.0,67.0
29454,Finland,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Bronze,38.0,169.0,67.0
29455,France,Boxing,Boxing Men's Super-Heavyweight,Gold,24.0,200.0,105.0
29456,Japan,Judo,Judo Women's Half-Lightweight,Silver,23.0,153.0,52.0
29457,Japan,Volleyball,Volleyball Men's Volleyball,Silver,21.0,194.0,84.0
29458,Japan,Volleyball,Volleyball Men's Volleyball,Gold,24.0,194.0,84.0
29459,Japan,Volleyball,Volleyball Women's Volleyball,Gold,21.0,174.0,71.0
29460,Japan,Football,Football Men's Football,Bronze,25.0,175.0,72.0
29461,Japan,Gymnastics,Gymnastics Men's Team All-Around,Gold,26.0,172.0,65.0
29462,Japan,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,26.0,172.0,65.0
29463,Japan,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,24.0,164.0,55.0
29464,Japan,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,28.0,164.0,55.0
29465,Japan,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,21.0,174.0,63.0
29466,Japan,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold,25.0,169.0,66.0
29467,South Korea,Table Tennis,Table Tennis Men's Team,Bronze,25.0,172.0,66.0
29468,South Korea,Weightlifting,Weightlifting Women's Featherweight,Silver,22.0,158.0,53.0
29469,South Korea,Weightlifting,Weightlifting Women's Featherweight,Bronze,29.0,158.0,53.0
29470,Bulgaria,Football,Football Men's Football,Silver,24.0,183.0,77.0
29471,Bulgaria,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze,32.0,160.0,58.0
29472,Bulgaria,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold,36.0,160.0,58.0
29473,Bulgaria,Rowing,Rowing Women's Coxed Fours,Silver,22.0,168.0,62.0
29474,Bulgaria,Basketball,Basketball Women's Basketball,Bronze,20.0,182.0,72.0
29475,Bulgaria,Rowing,Rowing Women's Double Sculls,Gold,25.0,168.0,62.0
29476,Bulgaria,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Silver,25.0,162.0,55.0
29477,Bulgaria,Athletics,Athletics Women's Long Jump,Silver,30.0,167.0,52.0
29478,Australia,Hockey,Hockey Men's Hockey,Silver,24.0,183.0,75.0
29479,Australia,Hockey,Hockey Men's Hockey,Bronze,28.0,183.0,75.0
29480,Australia,Hockey,Hockey Men's Hockey,Bronze,32.0,183.0,75.0
29481,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,24.0,178.0,84.0
29482,United States,Swimming,Swimming Men's 200 metres Butterfly,Gold,23.0,178.0,74.0
29483,Japan,Judo,Judo Men's Half-Middleweight,Gold,22.0,180.0,90.0
29484,Japan,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,24.0,167.0,57.0
29485,Japan,Volleyball,Volleyball Women's Volleyball,Gold,21.0,175.0,71.0
29486,Japan,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold,21.0,157.0,55.0
29487,Japan,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold,25.0,157.0,55.0
29488,Japan,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold,29.0,157.0,55.0
29489,Japan,Wrestling,"Wrestling Women's Featherweight, Freestyle",Silver,33.0,157.0,55.0
29490,Japan,Volleyball,Volleyball Women's Volleyball,Silver,25.0,172.0,64.0
29491,Japan,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold,22.0,161.0,56.0
29492,Japan,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,23.0,165.0,58.0
29493,Japan,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,28.0,165.0,58.0
29494,Japan,Table Tennis,Table Tennis Men's Team,Silver,23.0,177.0,61.0
29495,Bulgaria,Weightlifting,Weightlifting Men's Lightweight,Silver,23.0,165.0,79.0
29496,Bulgaria,Weightlifting,Weightlifting Men's Middleweight,Silver,27.0,165.0,79.0
29497,China,Gymnastics,Gymnastics Men's Team All-Around,Bronze,24.0,162.0,60.0
29498,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,20.0,184.0,77.0
29499,United States,Athletics,Athletics Men's Javelin Throw,Gold,23.0,195.0,93.0
29500,United States,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,23.0,165.0,57.0
29501,United States,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,27.0,165.0,57.0
29502,United States,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,19.0,190.0,79.0
29503,United States,Baseball,Baseball Men's Baseball,Gold,31.0,182.0,106.0
29504,United States,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,31.0,175.0,67.0
29505,United States,Gymnastics,Gymnastics Men's Team All-Around,Silver,27.0,160.0,55.0
29506,United States,Athletics,Athletics Men's 400 metres Hurdles,Gold,25.0,194.0,82.0
29507,United States,Athletics,Athletics Men's 50 kilometres Walk,Bronze,25.0,178.0,67.0
29508,United States,Athletics,Athletics Men's 50 kilometres Walk,Bronze,29.0,178.0,67.0
29509,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,34.0,185.0,91.0
29510,United States,Speed Skating,Speed Skating Women's 500 metres,Gold,25.0,163.0,59.0
29511,United States,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze,25.0,163.0,59.0
29512,United States,Speed Skating,"Speed Skating Women's 1,500 metres",Silver,25.0,163.0,59.0
29513,United States,Baseball,Baseball Men's Baseball,Gold,26.0,172.0,77.0
29514,United States,Rowing,Rowing Men's Quadruple Sculls,Silver,28.0,193.0,94.0
29515,United States,Diving,Diving Men's Platform,Bronze,21.0,175.0,63.0
29516,United States-2,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze,34.0,183.0,66.0
29517,Mexico,Cycling,Cycling Men's Points Race,Bronze,22.0,165.0,56.0
29518,Bulgaria,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,27.0,163.0,62.0
29519,Bulgaria,Gymnastics,Gymnastics Men's Rings,Bronze,27.0,163.0,62.0
29520,Bulgaria,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,31.0,163.0,62.0
29521,Bulgaria,Gymnastics,Gymnastics Men's Rings,Silver,31.0,163.0,62.0
29522,Finland,Athletics,Athletics Men's Decathlon,Gold,25.0,183.0,82.0
29523,China,Shooting,"Shooting Women's Air Rifle, 10 metres",Bronze,24.0,158.0,50.0
29524,South Korea,Volleyball,Volleyball Women's Volleyball,Bronze,22.0,171.0,61.0
29525,China,Football,Football Women's Football,Silver,23.0,163.0,58.0
29526,South Korea,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,26.0,169.0,68.0
29527,South Korea,Volleyball,Volleyball Women's Volleyball,Bronze,22.0,172.0,61.0
29528,South Korea-1,Table Tennis,Table Tennis Women's Doubles,Bronze,20.0,164.0,55.0
29529,South Korea-1,Table Tennis,Table Tennis Women's Doubles,Bronze,24.0,164.0,55.0
29530,South Korea,Table Tennis,Table Tennis Men's Singles,Gold,20.0,166.0,58.0
29531,South Korea-2,Table Tennis,Table Tennis Men's Doubles,Bronze,20.0,166.0,58.0
29532,South Korea-2,Table Tennis,Table Tennis Men's Doubles,Bronze,24.0,166.0,58.0
29533,South Korea-2,Table Tennis,Table Tennis Men's Doubles,Bronze,28.0,166.0,58.0
29534,South Korea,Gymnastics,Gymnastics Men's Horse Vault,Bronze,19.0,155.0,57.0
29535,South Korea,Table Tennis,Table Tennis Men's Singles,Gold,22.0,178.0,72.0
29536,South Korea,Table Tennis,Table Tennis Men's Team,Bronze,26.0,178.0,72.0
29537,South Korea,Table Tennis,Table Tennis Men's Team,Silver,29.0,178.0,72.0
29538,China,Judo,Judo Women's Heavyweight,Bronze,29.0,182.0,128.0
29539,South Korea,Gymnastics,Gymnastics Men's Parallel Bars,Silver,24.0,165.0,59.0
29540,China-1,Badminton,Badminton Mixed Doubles,Bronze,22.0,166.0,62.0
29541,China-1,Badminton,Badminton Women's Doubles,Gold,22.0,166.0,62.0
29542,South Korea-1,Badminton,Badminton Men's Doubles,Silver,25.0,173.0,69.0
29543,South Korea,Badminton,Badminton Men's Doubles,Silver,29.0,173.0,69.0
29544,China,Diving,Diving Men's Springboard,Silver,20.0,164.0,60.0
29545,China,Judo,Judo Women's Heavyweight,Gold,26.0,172.0,90.0
29546,Chinese Taipei,Archery,Archery Women's Team,Bronze,19.0,168.0,62.0
29547,China,Volleyball,Volleyball Women's Volleyball,Gold,19.0,201.0,78.0
29548,China,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,18.0,179.0,70.0
29549,China,Curling,Curling Women's Curling,Bronze,24.0,167.0,65.0
29550,Japan,Football,Football Men's Football,Bronze,23.0,168.0,62.0
29551,Indonesia,Badminton,Badminton Women's Singles,Bronze,23.0,167.0,53.0
29552,Soviet Union,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,24.0,160.0,57.0
29553,Japan,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,23.0,166.0,60.0
29554,Japan,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze,27.0,164.0,55.0
29555,South Korea,Handball,Handball Women's Handball,Silver,20.0,178.0,65.0
29556,South Korea,Archery,Archery Women's Individual,Gold,17.0,167.0,55.0
29557,South Korea,Archery,Archery Women's Team,Gold,17.0,167.0,55.0
29558,South Korea,Archery,Archery Women's Team,Gold,21.0,167.0,55.0
29559,South Korea,Archery,Archery Women's Individual,Bronze,23.0,162.0,63.0
29560,South Korea,Archery,Archery Women's Team,Gold,23.0,162.0,63.0
29561,South Korea,Football,Football Men's Football,Bronze,22.0,183.0,76.0
29562,South Korea,Handball,Handball Women's Handball,Silver,20.0,168.0,65.0
29563,South Korea,Handball,Handball Men's Handball,Silver,23.0,178.0,76.0
29564,South Korea,Volleyball,Volleyball Women's Volleyball,Bronze,23.0,170.0,64.0
29565,South Korea,Archery,Archery Women's Individual,Bronze,17.0,170.0,68.0
29566,South Korea,Archery,Archery Women's Team,Gold,17.0,170.0,68.0
29567,Soviet Union,Swimming,Swimming Women's 200 metres Breaststroke,Silver,16.0,165.0,58.0
29568,Ukraine,Athletics,Athletics Men's Pole Vault,Bronze,30.0,175.0,75.0
29569,Soviet Union,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver,26.0,195.0,96.0
29570,Soviet Union,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,30.0,195.0,96.0
29571,Russia,Water Polo,Water Polo Men's Water Polo,Bronze,21.0,201.0,104.0
29572,Unified Team,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,20.0,180.0,94.0
29573,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,26.0,180.0,94.0
29574,Russia,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,16.0,173.0,50.0
29575,Soviet Union,Volleyball,Volleyball Women's Volleyball,Silver,28.0,171.0,67.0
29576,Nigeria,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,25.0,170.0,58.0
29577,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,36.0,180.0,84.0
29578,France,Handball,Handball Women's Handball,Silver,23.0,171.0,66.0
29579,Argentina,Athletics,Athletics Men's Marathon,Gold,20.0,165.0,55.0
29580,Argentina,Football,Football Men's Football,Gold,23.0,174.0,74.0
29581,Germany,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,22.0,190.0,86.0
29582,Germany,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,27.0,190.0,86.0
29583,Germany,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,30.0,190.0,86.0
29584,Soviet Union,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,28.0,168.0,72.0
29585,Soviet Union,Fencing,"Fencing Women's Foil, Team",Gold,23.0,157.0,58.0
29586,Soviet Union,Fencing,"Fencing Women's Foil, Team",Gold,31.0,157.0,58.0
29587,Soviet Union,Fencing,"Fencing Women's Foil, Team",Gold,35.0,157.0,58.0
29588,Russia,Cycling,"Cycling Women's Road Race, Individual",Bronze,32.0,175.0,61.0
29589,Russia,Cycling,Cycling Women's Individual Time Trial,Bronze,32.0,175.0,61.0
29590,Russia,Cycling,Cycling Women's Individual Time Trial,Silver,36.0,175.0,61.0
29591,Spain,Sailing,Sailing Women's Two Person Dinghy,Gold,27.0,164.0,53.0
29592,Spain,Sailing,Sailing Women's Two Person Dinghy,Gold,31.0,164.0,53.0
29593,Poland,Fencing,"Fencing Men's Sabre, Team",Bronze,31.0,170.0,62.0
29594,Russia,Cycling,Cycling Women's Individual Time Trial,Gold,22.0,178.0,65.0
29595,Russia,Weightlifting,Weightlifting Women's Heavyweight,Silver,18.0,168.0,73.0
29596,Russia,Weightlifting,Weightlifting Women's Heavyweight,Silver,26.0,168.0,73.0
29597,Soviet Union,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,25.0,194.0,90.0
29598,Unified Team,Basketball,Basketball Women's Basketball,Gold,25.0,180.0,70.0
29599,Poland,Fencing,"Fencing Men's Sabre, Team",Silver,25.0,166.0,61.0
29600,Poland,Fencing,"Fencing Men's Sabre, Team",Silver,29.0,166.0,61.0
29601,Poland,Fencing,"Fencing Men's Sabre, Team",Bronze,33.0,166.0,61.0
29602,East Germany,Sailing,Sailing Mixed Three Person Keelboat,Bronze,32.0,173.0,75.0
29603,Sweden,Sailing,Sailing Women's Two Person Dinghy,Bronze,26.0,176.0,68.0
29604,West Germany,Athletics,Athletics Women's 100 metres Hurdles,Bronze,26.0,170.0,57.0
29605,Lithuania,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver,29.0,176.0,74.0
29606,Lithuania,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze,33.0,176.0,74.0
29607,Canada,Football,Football Women's Football,Bronze,23.0,172.0,67.0
29608,Bulgaria,Football,Football Men's Football,Silver,20.0,176.0,68.0
29609,Romania,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,23.0,187.0,87.0
29610,Romania,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,31.0,187.0,87.0
29611,Australia,Water Polo,Water Polo Women's Water Polo,Bronze,21.0,174.0,72.0
29612,Soviet Union,Hockey,Hockey Men's Hockey,Bronze,21.0,175.0,75.0
29613,United States,Fencing,"Fencing Women's Sabre, Individual",Gold,19.0,173.0,72.0
29614,United States,Fencing,"Fencing Women's Sabre, Individual",Gold,23.0,173.0,72.0
29615,United States,Fencing,"Fencing Women's Sabre, Team",Bronze,23.0,173.0,72.0
29616,United States,Fencing,"Fencing Women's Sabre, Team",Bronze,31.0,173.0,72.0
29617,Hungary,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze,28.0,180.0,90.0
29618,Germany,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze,20.0,176.0,79.0
29619,Czech Republic,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze,25.0,174.0,66.0
29620,Nirefs,Sailing,Sailing Mixed Three Person Keelboat,Gold,23.0,174.0,67.0
29621,Brazil,Basketball,Basketball Women's Basketball,Bronze,22.0,190.0,70.0
29622,Austria,Sailing,Sailing Mixed Multihull,Bronze,30.0,180.0,77.0
29623,Czechoslovakia,Volleyball,Volleyball Men's Volleyball,Bronze,22.0,186.0,83.0
29624,Poland,Judo,Judo Men's Half-Middleweight,Silver,24.0,170.0,73.0
29625,Pakistan,Hockey,Hockey Men's Hockey,Silver,27.0,168.0,68.0
29626,Hungary,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze,27.0,165.0,58.0
29627,Unified Team,Fencing,"Fencing Men's epee, Team",Bronze,24.0,200.0,100.0
29628,Russia,Fencing,"Fencing Men's epee, Team",Silver,28.0,200.0,100.0
29629,Soviet Union,Weightlifting,Weightlifting Men's Heavyweight II,Gold,25.0,180.0,110.0
