,index,ID,Name,Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Age,Height,Weight
183,2065,1147,,M,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,Bronze,20.0,184.0,80.0
184,2066,1147,,M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Silver,24.0,184.0,80.0
185,2067,1147,,M,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,Bronze,28.0,184.0,80.0
186,2099,1169,,F,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold,29.0,172.0,58.0
187,2100,1169,,F,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold,33.0,172.0,58.0
188,2110,1173,,M,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Freestyle,Gold,20.0,202.0,90.0
189,2111,1173,,M,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,20.0,202.0,90.0
190,2112,1173,,M,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,20.0,202.0,90.0
191,2126,1181,,F,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,18.0,168.0,67.0
192,2127,1181,,F,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,23.0,168.0,67.0
193,2128,1181,,F,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,26.0,168.0,67.0
194,2138,1188,,M,United States-1,USA,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Silver,24.0,178.0,75.0
195,2143,1191,,F,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",Gold,27.0,164.0,62.0
196,2183,1220,,M,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold,20.0,172.0,74.0
197,2184,1221,,F,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Gold,23.0,175.0,70.0
198,2256,1249,,M,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,Bronze,20.0,173.0,64.0
199,2263,1254,,F,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze,27.0,170.0,67.0
200,2280,1262,,F,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,23.0,167.0,50.0
201,2288,1270,,M,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,26.0,172.0,64.0
202,2331,1301,,F,Indonesia,INA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Silver,21.0,147.0,47.0
203,2352,1313,,F,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Silver,32.0,172.0,67.0
204,2363,1322,,M,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,23.0,175.0,73.0
205,2367,1323,,M,Great Britain,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Triple Jump,Gold,22.0,170.0,57.0
206,2386,1333,,M,Finland,FIN,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Bronze,21.0,168.0,69.5
207,2391,1336,,M,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,32.0,179.0,78.0
208,2396,1340,,F,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,27.0,177.0,75.0
209,2398,1342,,M,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,24.0,182.0,90.0
210,2423,1356,,M,Germany,GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,29.0,189.0,80.0
211,2429,1356,,M,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,41.0,189.0,80.0
212,2453,1374,,M,Indonesia-1,INA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Gold,29.0,179.0,72.0
213,2462,1378,,M,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Triple Jump,Gold,23.0,176.0,64.0
214,2465,1379,,M,Germany-1,GER,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze,34.0,190.0,88.0
215,2466,1380,,F,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,22.0,172.0,52.0
216,2467,1380,,F,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,Silver,22.0,172.0,52.0
217,2468,1380,,F,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,22.0,172.0,52.0
218,2478,1389,,M,Pakistan,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold,21.0,162.0,62.0
219,2480,1391,,M,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold,25.0,171.0,67.0
220,2489,1400,,M,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,21.0,170.0,62.0
221,2493,1402,,M,Pakistan,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze,24.0,169.0,75.0
222,2502,1408,,M,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,28.0,170.0,70.0
223,2503,1409,,M,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold,27.0,173.0,61.0
224,2506,1412,,M,Pakistan,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold,27.0,150.0,70.0
225,2507,1412,,M,Pakistan,PAK,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver,30.0,150.0,70.0
226,2511,1414,,M,Pakistan,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze,23.0,175.0,61.0
227,2557,1435,,M,Finland,FIN,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,24.0,184.0,66.0
228,2560,1435,,M,Finland,FIN,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,28.0,184.0,66.0
229,2576,1442,,M,Mutafo,GER,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,Silver,30.0,169.0,66.0
230,2577,1443,,F,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Gold,23.0,178.0,85.0
231,2579,1444,,M,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold,28.0,195.0,97.0
232,2584,1447,,F,Chile,CHI,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Javelin Throw,Silver,23.0,176.0,70.0
233,2587,1449,,M,Germany,GER,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver,16.0,163.0,50.0
234,2615,1466,,M,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver,26.0,192.0,102.0
235,2616,1466,,M,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze,30.0,192.0,102.0
236,2618,1467,,F,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver,26.0,165.0,60.0
237,2619,1467,,F,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze,30.0,165.0,60.0
238,2620,1467,,F,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze,34.0,165.0,60.0
239,2635,1478,,F,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver,27.0,172.0,74.0
240,2638,1481,,M,Germany,GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze,23.0,183.0,75.0
241,2645,1483,,M,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Silver,21.0,154.0,53.0
242,2646,1483,,M,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,Silver,21.0,154.0,53.0
243,2653,1483,,M,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Gold,25.0,154.0,53.0
244,2654,1483,,M,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,Gold,25.0,154.0,53.0
245,2663,1485,,M,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Bronze,21.0,156.0,55.0
246,2672,1487,,M,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze,28.0,183.0,85.0
247,2688,1498,,M,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed One Person Dinghy,Silver,19.0,183.0,90.0
248,2689,1498,,M,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy,Gold,23.0,183.0,90.0
249,2690,1498,,M,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Gold,27.0,183.0,90.0
250,2691,1498,,M,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed One Person Dinghy,Gold,31.0,183.0,90.0
251,2692,1498,,M,Great Britain,GBR,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold,35.0,183.0,90.0
252,2696,1500,,M,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold,22.0,187.0,84.0
253,2715,1512,,M,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed 5.5 metres,Bronze,34.0,185.0,85.0
254,2753,1534,,M,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,21.0,173.0,65.0
255,2754,1534,,M,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,25.0,173.0,65.0
256,2756,1534,,M,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Gold,29.0,173.0,65.0
257,2772,1540,,M,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold,35.0,177.0,88.0
258,2787,1546,,F,Greece,GRE,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,17.0,167.0,45.0
259,2795,1551,,M,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze,20.0,172.0,79.0
260,2798,1554,,M,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold,27.0,175.0,93.0
261,2799,1554,,M,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold,31.0,175.0,93.0
262,2800,1554,,M,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver,35.0,175.0,93.0
263,2802,1556,,M,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver,23.0,185.0,75.0
264,2810,1561,,M,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,20.0,180.0,62.0
265,2815,1564,,F,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Long Jump,Gold,24.0,164.0,57.0
266,2826,1569,,M,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,25.0,185.0,81.0
267,2829,1569,,M,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,Bronze,33.0,185.0,81.0
268,2830,1569,,M,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,33.0,185.0,81.0
269,2838,1574,,M,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,19.0,172.0,74.0
270,2840,1574,,M,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,27.0,172.0,74.0
271,2848,1581,,M,Japan,JPN,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,24.0,169.0,64.0
272,2880,1601,,M,Turkey,TUR,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver,23.0,168.0,62.0
273,2911,1622,,F,United States,USA,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Gold,30.0,178.0,68.0
274,2926,1634,,M,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,25.0,192.0,125.0
275,2929,1637,,F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Gold,18.0,181.0,80.0
276,2934,1639,,F,Russia,RUS,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver,21.0,160.0,55.0
277,2936,1639,,F,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze,25.0,160.0,55.0
278,2938,1639,,F,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze,29.0,160.0,55.0
279,2940,1639,,F,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 15 kilometres,Bronze,29.0,160.0,55.0
280,2941,1639,,F,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold,29.0,160.0,55.0
281,2955,1647,,M,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,Bronze,21.0,165.0,56.0
282,2961,1649,,M,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Gold,28.0,187.0,79.0
283,2962,1650,,M,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver,21.0,190.0,120.0
284,2965,1652,,M,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,34.0,184.0,87.0
285,2968,1654,,F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Bronze,23.0,160.0,52.0
286,2978,1659,,M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Bronze,26.0,180.0,79.0
287,2984,1662,,M,Pakistan,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold,25.0,172.0,61.0
288,2988,1665,,M,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,23.0,173.0,65.0
289,3005,1673,,M,Uganda,UGA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,Gold,22.0,188.0,77.0
290,3011,1676,,M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Gold,24.0,181.0,84.0
291,3013,1678,,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,Gold,27.0,184.0,80.0
292,3020,1682,,F,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,22.0,163.0,61.0
293,3021,1683,,F,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver,24.0,191.0,79.0
294,3022,1683,,F,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze,28.0,191.0,79.0
295,3045,1698,,M,Russia,RUS,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,19.0,178.0,105.0
296,3046,1698,,M,Russia,RUS,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,23.0,178.0,105.0
297,3048,1700,,F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze,25.0,165.0,57.0
298,3070,1716,,M,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze,30.0,187.0,80.0
299,3095,1730,,F,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Bronze,26.0,183.0,74.0
300,3101,1732,,F,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,29.0,165.0,58.0
301,3104,1734,,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,21.0,173.0,67.0
302,3106,1734,,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,25.0,173.0,67.0
303,3117,1740,,M,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze,26.0,201.0,100.0
304,3126,1742,,F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,17.0,174.0,62.0
305,3144,1758,,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Silver,23.0,192.0,88.0
306,3148,1762,,M,Syria,SYR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Heavyweight,Bronze,22.0,187.0,81.0
307,3223,1809,,M,Qatar,QAT,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Skeet,Bronze,41.0,178.0,82.0
308,3302,1858,,M,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Double Trap,Bronze,33.0,178.0,95.0
309,3304,1858,,M,Kuwait,KUW,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Trap,Bronze,45.0,178.0,95.0
310,3306,1858,,M,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,Gold,49.0,178.0,95.0
311,3354,1885,,M,Saudi Arabia,KSA,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,40.0,162.0,70.0
312,3360,1889,,M,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,31.0,175.0,57.0
313,3437,1949,,M,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold,25.0,170.0,63.0
314,3542,2025,,M,United Arab Emirates,UAE,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Double Trap,Gold,40.0,175.0,67.0
315,3680,2112,,M,Individual Olympic Athletes,IOA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,Bronze,52.0,183.0,83.0
316,3721,2134,,M,Saudi Arabia,KSA,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,27.0,178.0,69.0
317,3772,2170,,M,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,Silver,23.0,191.0,72.0
318,3833,2210,,F,Spain,ESP,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Windsurfer,Gold,26.0,164.0,55.0
319,3836,2212,,M,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver,33.0,176.0,74.0
320,3859,2225,,M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver,23.0,154.0,52.0
321,3870,2233,,M,Pakistan,PAK,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Silver,26.0,172.0,73.0
322,3871,2233,,M,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold,30.0,172.0,73.0
323,3911,2256,,M,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Silver,25.0,190.0,81.0
324,3937,2274,,M,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,22.0,182.0,85.0
325,3940,2275,,M,Finland,FIN,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,30.0,174.0,67.0
326,3965,2295,,M,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed One Person Dinghy,Bronze,25.0,179.0,80.0
327,3969,2296,,M,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Silver,31.0,187.0,84.0
328,3972,2296,,M,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,31.0,187.0,84.0
329,3973,2296,,M,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Bronze,33.0,187.0,84.0
330,3975,2296,,M,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,33.0,187.0,84.0
331,3978,2296,,M,Italy,ITA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,37.0,187.0,84.0
332,4001,2306,,M,Russia,RUS,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,24.0,192.0,156.0
333,4002,2307,,M,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver,23.0,182.0,75.0
334,4007,2311,,M,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,20.0,184.0,75.0
335,4011,2313,,M,Italy,ITA,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Silver,29.0,192.0,82.0
336,4025,2322,,M,Hungary,HUN,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,Bronze,18.0,182.0,75.0
337,4067,2342,,F,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze,29.0,179.0,90.0
338,4078,2349,,M,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,"Athletics Men's 10,000 metres",Bronze,26.0,177.0,67.0
339,4086,2355,,M,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Fours,Bronze,20.0,180.0,83.0
340,4092,2359,,M,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,19.0,165.0,66.0
341,4130,2378,,F,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze,17.0,165.0,57.0
342,4146,2379,,F,Switzerland,SUI,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,31.0,175.0,64.0
343,4151,2381,,M,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Gold,39.0,181.0,67.0
344,4158,2387,,M,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's High Jump,Silver,23.0,191.0,79.0
345,4160,2389,,M,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,24.0,181.0,87.0
346,4226,2419,,M,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Bronze,30.0,183.0,76.0
347,4227,2420,,M,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Welterweight,Silver,20.0,183.0,63.0
348,4228,2420,,M,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Welterweight,Gold,24.0,183.0,63.0
349,4268,2440,,M,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,22.0,177.0,75.0
350,4273,2443,,F,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,17.0,170.0,59.0
351,4299,2458,,M,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver,23.0,184.0,75.0
352,4304,2460,,M,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver,27.0,171.0,71.0
353,4317,2464,,F,New Zealand,NZL,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Two Person Dinghy,Gold,26.0,171.0,58.0
354,4318,2464,,F,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Silver,30.0,171.0,58.0
