,index,ID,Name,Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Age,Height,Weight
10758,102450,51818,,M,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,30.0,180.0,98.0
10759,102452,51819,,M,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's Points Race,Gold,21.0,174.0,74.0
10760,102454,51821,,F,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,20.0,164.0,42.0
10761,102455,51822,,F,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Handball,Handball Women's Handball,Silver,34.0,176.0,67.0
10762,102470,51829,,M,Greece,GRE,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Middleweight,Gold,17.0,179.0,90.0
10763,102472,51829,,M,Greece,GRE,2012 Summer,2012,Summer,London,Judo,Judo Men's Middleweight,Bronze,25.0,179.0,90.0
10764,102490,51841,,F,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver,21.0,177.0,76.0
10765,102509,51853,,M,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Silver,28.0,196.0,90.0
10766,102528,51860,,F,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Bronze,18.0,181.0,73.0
10767,102530,51861,,F,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,19.0,176.0,54.0
10768,102549,51867,,F,Romania,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze,22.0,179.0,74.0
10769,102559,51874,,M,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze,25.0,180.0,78.0
10770,102583,51893,,M,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,21.0,188.0,89.0
10771,102584,51893,,M,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,21.0,188.0,89.0
10772,102599,51904,,M,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze,22.0,170.0,70.0
10773,102612,51912,,M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,20.0,184.0,86.0
10774,102613,51912,,M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,20.0,184.0,86.0
10775,102614,51912,,M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,20.0,184.0,86.0
10776,102618,51915,,M,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold,20.0,175.0,94.0
10777,102619,51915,,M,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold,24.0,175.0,94.0
10778,102621,51916,,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Gold,27.0,188.0,84.0
10779,102629,51920,,F,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Springboard,Gold,26.0,162.0,49.0
10780,102631,51920,,F,Russia,RUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Synchronized Springboard,Silver,30.0,162.0,49.0
10781,102632,51921,,F,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold,25.0,174.0,60.0
10782,102636,51924,,M,Russia,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold,25.0,202.0,92.0
10783,102639,51926,,M,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Silver,21.0,168.0,63.0
10784,102649,51929,,F,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Silver,22.0,157.0,60.0
10785,102659,51935,,M,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze,24.0,180.0,75.0
10786,102670,51942,,M,South Korea,KOR,2004 Summer,2004,Summer,Athina,Archery,Archery Men's Team,Gold,19.0,184.0,100.0
10787,102672,51942,,M,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,Gold,23.0,184.0,100.0
10788,102674,51942,,M,South Korea,KOR,2012 Summer,2012,Summer,London,Archery,Archery Men's Team,Bronze,27.0,184.0,100.0
10789,102680,51947,,F,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Silver,23.0,159.0,62.0
10790,102713,51969,,M,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Silver,22.0,174.0,70.0
10791,102717,51972,,M,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,Silver,20.0,191.0,86.0
10792,102719,51973,,M,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Silver,22.0,176.0,75.0
10793,102720,51974,,F,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Handball,Handball Women's Handball,Gold,21.0,170.0,63.0
10794,102722,51976,,F,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,Gold,20.0,167.0,65.0
10795,102723,51976,,F,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,Silver,24.0,167.0,65.0
10796,102724,51976,,F,South Korea,KOR,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Silver,32.0,167.0,65.0
10797,102736,51980,,M,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Bronze,27.0,187.0,95.0
10798,102737,51981,,F,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Featherweight,Gold,21.0,168.0,57.0
10799,102798,52010,,M,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Silver,21.0,183.0,72.0
10800,102816,52020,,M,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze,23.0,185.0,75.0
10801,102823,52026,,M,United States,USA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Gold,21.0,211.0,98.0
10802,102826,52029,,F,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,21.0,167.0,69.0
10803,102834,52032,,M,Germany,GER,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Silver,28.0,202.0,105.0
10804,102835,52033,,M,United States,USA,1976 Winter,1976,Winter,Innsbruck,Speed Skating,Speed Skating Men's 500 metres,Bronze,20.0,175.0,73.0
10805,102841,52035,,M,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Heavyweight I,Bronze,28.0,176.0,100.0
10806,102844,52037,,M,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,27.0,183.0,95.0
10807,102845,52037,,M,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,31.0,183.0,95.0
10808,102855,52040,,M,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,28.0,188.0,77.0
10809,102872,52051,,M,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Featherweight,Bronze,27.0,170.0,57.0
10810,102874,52053,,M,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's epee, Individual",Bronze,21.0,184.0,75.0
10811,102877,52053,,M,Hungary,HUN,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's epee, Team",Silver,29.0,184.0,75.0
10812,102881,52053,,M,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",Silver,41.0,184.0,75.0
10813,102882,52053,,M,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Bronze,41.0,184.0,75.0
10814,102972,52099,,F,Indonesia,INA,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Flyweight,Bronze,21.0,145.0,48.0
10815,102982,52102,,M,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Individual Time Trial,Gold,32.0,188.0,79.0
10816,102991,52106,,M,New Zealand,NZL,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Gold,26.0,168.0,77.0
10817,102992,52107,,M,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Discus Throw,Gold,22.0,198.0,118.0
10818,103015,52119,,M,Norway,NOR,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze,28.0,178.0,61.0
10819,103027,52124,,F,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,28.0,174.0,68.0
10820,103028,52124,,F,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Bronze,28.0,174.0,68.0
10821,103036,52130,,M,Iceland,ISL,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Silver,28.0,193.0,96.0
10822,103071,52146,,F,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,19.0,161.0,51.0
10823,103074,52148,,F,Czechoslovakia,TCH,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's Javelin Throw,Gold,29.0,165.0,66.0
10824,103076,52148,,F,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's Javelin Throw,Silver,37.0,165.0,66.0
10825,103105,52164,,M,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze,28.0,203.0,95.0
10826,103107,52165,,M,Austria,AUT,1976 Winter,1976,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver,17.0,173.0,61.0
10827,103108,52165,,M,Austria,AUT,1980 Winter,1980,Winter,Lake Placid,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,21.0,173.0,61.0
10828,103115,52167,,M,Italy,ITA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Downhill,Silver,29.0,186.0,90.0
10829,103117,52167,,M,Italy,ITA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Combined,Bronze,29.0,186.0,90.0
10830,103138,52180,,M,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,Silver,37.0,170.0,97.0
10831,103147,52186,,M,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Judo,Judo Men's Heavyweight,Gold,26.0,173.0,88.0
10832,103166,52195,,M,Japan,JPN,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating Men's 500 metres,Bronze,20.0,181.0,78.0
10833,103169,52196,,F,Japan,JPN,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Bronze,29.0,182.0,59.0
10834,103170,52197,,M,Japan,JPN,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,27.0,172.0,60.0
10835,103178,52200,,M,Japan,JPN,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Heavyweight,Gold,22.0,183.0,100.0
10836,103180,52201,,M,Japan,JPN,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Team Sprint,Silver,25.0,179.0,78.0
10837,103196,52209,,F,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,Silver,22.0,175.0,72.0
10838,103205,52216,,F,United States,USA,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,25.0,165.0,59.0
10839,103230,52232,,F,Japan,JPN,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold,24.0,170.0,70.0
10840,103233,52233,,F,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,25.0,169.0,55.0
10841,103234,52233,,F,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,25.0,169.0,55.0
10842,103242,52238,,F,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Bronze,28.0,165.0,62.0
10843,103282,52263,,F,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Gold,22.0,155.0,43.0
10844,103283,52263,,F,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Silver,22.0,155.0,43.0
10845,103285,52264,,M,Romania,ROU,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Gold,29.0,182.0,70.0
10846,103286,52264,,M,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,33.0,182.0,70.0
10847,103292,52267,,F,Romania,ROU,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,Bronze,25.0,152.0,47.0
10848,103306,52269,,M,Romania,ROU,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,Bronze,20.0,193.0,96.0
10849,103319,52278,,F,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Long Jump,Silver,23.0,172.0,64.0
10850,103334,52287,,F,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,24.0,184.0,78.0
10851,103336,52289,,M,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,24.0,190.0,89.0
10852,103349,52296,,M,Romania,ROU,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,27.0,170.0,84.0
10853,103376,52308,,M,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxless Pairs,Gold,23.0,191.0,93.0
10854,103379,52310,,F,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,Bronze,21.0,150.0,48.0
10855,103386,52310,,F,Romania,ROU,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Team All-Around,Bronze,24.0,150.0,48.0
10856,103399,52312,,F,Moldova,MDA,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Featherweight,Bronze,19.0,155.0,53.0
10857,103416,52321,,M,United States,USA,2012 Summer,2012,Summer,London,Diving,Diving Men's Synchronized Springboard,Bronze,19.0,170.0,73.0
10858,103424,52326,,M,India,IND,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Gold,24.0,172.0,65.0
10859,103437,52335,,F,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Women's Normal Hill, Individual",Silver,30.0,164.0,52.0
10860,103438,52336,,M,Indonesia,INA,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Bantamweight,Bronze,19.0,154.0,62.0
10861,103439,52336,,M,Indonesia,INA,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Featherweight,Bronze,23.0,154.0,62.0
10862,103440,52336,,M,Indonesia,INA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,Silver,27.0,154.0,62.0
10863,103479,52358,,M,Japan,JPN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,Bronze,22.0,178.0,64.0
10864,103480,52358,,M,Japan,JPN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Backstroke,Silver,22.0,178.0,64.0
10865,103481,52358,,M,Japan,JPN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,22.0,178.0,64.0
10866,103485,52359,,M,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Silver,26.0,155.0,48.0
10867,103495,52363,,M,Romania,ROU,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Sabre, Team",Bronze,27.0,187.0,82.0
10868,103499,52367,,M,East Germany,GDR,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Bronze,26.0,181.0,77.0
10869,103504,52369,,M,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Long Jump,Gold,22.0,167.0,59.0
10870,103523,52378,,M,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver,27.0,185.0,76.0
10871,103530,52383,,M,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold,24.0,190.0,87.0
10872,103531,52384,,M,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,23.0,170.0,70.0
10873,103548,52392,,F,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,21.0,170.0,78.0
10874,103549,52392,,F,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,25.0,170.0,78.0
10875,103571,52400,,M,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver,20.0,178.0,79.0
10876,103572,52401,,M,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold,23.0,178.0,82.0
10877,103581,52408,,F,Italy-1,ITA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Women's Two,Bronze,28.0,173.0,64.0
10878,103582,52409,,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Archery,Archery Men's Individual,Silver,21.0,174.0,74.0
10879,103592,52412,,M,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Gold,23.0,155.0,48.0
10880,103605,52419,,M,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze,34.0,178.0,83.0
10881,103606,52419,,M,Russia,RUS,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,38.0,178.0,83.0
10882,103613,52422,,F,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze,25.0,170.0,56.0
10883,103620,52425,,M,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Gold,26.0,186.0,78.0
10884,103625,52426,,F,Slovenia,SLO,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,Silver,20.0,173.0,60.0
10885,103643,52433,,M,Denmark,DEN,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze,21.0,183.0,73.0
10886,103651,52438,,M,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze,22.0,171.0,85.0
10887,103657,52440,,F,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold,16.0,150.0,37.0
10888,103661,52442,,M,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,24.0,167.0,69.0
10889,103663,52443,,M,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,Bronze,23.0,164.0,48.0
10890,103667,52447,,M,Russia,RUS,2012 Summer,2012,Summer,London,Judo,Judo Men's Lightweight,Gold,25.0,172.0,73.0
10891,103668,52448,,M,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Gold,26.0,200.0,93.0
10892,103692,52461,,M,China-1,CHN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,Gold,26.0,165.0,60.0
10893,103707,52470,,M,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Gold,26.0,191.0,96.0
10894,103708,52470,,M,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,Silver,30.0,191.0,96.0
10895,103709,52471,,F,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,22.0,177.0,60.0
10896,103710,52471,,F,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,26.0,177.0,60.0
10897,103711,52471,,F,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,26.0,177.0,60.0
10898,103712,52471,,F,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,30.0,177.0,60.0
10899,103713,52471,,F,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,30.0,177.0,60.0
10900,103723,52480,,F,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Women's Volleyball,Bronze,24.0,177.0,65.0
10901,103749,52493,,M,Japan,JPN,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,21.0,166.0,66.0
10902,103760,52497,,M,Japan,JPN,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,27.0,166.0,62.0
10903,103766,52500,,M,Brazil,BRA,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Half-Heavyweight,Bronze,30.0,180.0,93.0
10904,103768,52501,,M,Japan,JPN,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,20.0,168.0,60.0
10905,103769,52502,,M,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze,26.0,181.0,95.0
10906,103775,52506,,M,Japan,JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Heavyweight,Gold,21.0,180.0,111.0
10907,103795,52519,,F,Japan,JPN,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Team,Silver,19.0,158.0,51.0
10908,103797,52519,,F,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Bronze,23.0,158.0,51.0
10909,103802,52524,,F,Japan,JPN,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Silver,24.0,168.0,64.0
10910,103849,52545,,F,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze,29.0,165.0,57.0
10911,103853,52545,,F,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 15 kilometres,Gold,33.0,165.0,57.0
10912,103854,52545,,F,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold,33.0,165.0,57.0
10913,103865,52554,,F,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Pole Vault,Gold,22.0,174.0,64.0
10914,103866,52554,,F,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Pole Vault,Gold,26.0,174.0,64.0
10915,103867,52554,,F,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Pole Vault,Bronze,30.0,174.0,64.0
10916,103873,52559,,M,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,25.0,169.0,75.0
10917,103876,52561,,F,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold,27.0,164.0,55.0
10918,103877,52562,,M,Pakistan,PAK,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver,24.0,174.0,64.0
10919,103878,52562,,M,Pakistan,PAK,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Bronze,28.0,174.0,64.0
10920,103879,52563,,M,Pakistan,PAK,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver,25.0,185.0,85.0
10921,103895,52575,,F,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Women's Two Person Dinghy,Bronze,28.0,174.0,61.0
10922,103896,52575,,F,United States,USA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Two Person Dinghy,Silver,36.0,174.0,61.0
10923,103905,52582,,M,Egypt,EGY,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Heavyweight,Bronze,28.0,183.0,81.0
10924,103914,52585,,M,Sudan,SUD,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,Silver,23.0,193.0,72.0
10925,103927,52593,,F,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,24.0,158.0,56.0
10926,103947,52602,,M,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Lightweight,Silver,24.0,173.0,69.0
10927,103959,52607,,M,Finland,FIN,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",Silver,25.0,176.0,64.0
10928,103960,52607,,M,Finland,FIN,1932 Summer,1932,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,25.0,176.0,64.0
10929,103961,52607,,M,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 10,000 metres",Bronze,29.0,176.0,64.0
10930,103962,52607,,M,Finland,FIN,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,29.0,176.0,64.0
10931,103964,52609,,F,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Gold,19.0,173.0,60.0
10932,103966,52611,,F,Japan,JPN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,22.0,165.0,57.0
10933,103978,52617,,M,Finland,FIN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,23.0,175.0,64.0
10934,103981,52617,,M,Finland,FIN,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,25.0,175.0,64.0
10935,103985,52617,,M,Finland,FIN,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,29.0,175.0,64.0
